07891019,heatable,0.06460673646563972
07891019,garment,0.010702830442286778
07891019,having,0.0037851031139897236
07891019,plurality,0.0081116345418019
07891019,of,0.1779327407093985
07891019,layers,0.007178526273959969
07891019,is,0.07146478930131579
07891019,shown,0.007178526273959969
07891019,the,0.28585915720526317
07891019,first,0.054418628776582434
07891019,layer,0.5185901903514248
07891019,an,0.1045813881539658
07891019,outer,0.09571327309508011
07891019,fabric,0.2063208284193841
07891019,any,0.004057314488957188
07891019,which,0.0022928081152518826
07891019,lightweight,0.006587169569470475
07891019,durable,0.006587169569470475
07891019,and,0.03208623193120301
07891019,treatable,0.007178526273959969
07891019,may,0.007947901875797261
07891019,also,0.007947901875797261
07891019,be,0.02371663269867962
07891019,air,0.04560306721670087
07891019,impervious,0.050249683917719785
07891019,cooperating,0.007178526273959969
07891019,with,0.02957288040897269
07891019,envelope,0.08563320440311617
07891019,or,0.004435997272300636
07891019,inflatable,0.19761508708411424
07891019,bladder,0.0263486782778819
07891019,interconnected,0.006167595310418794
07891019,chambers,0.006587169569470475
07891019,further,0.014069410150377161
07891019,inner,0.14801363976473694
07891019,adjacent,0.061877469315124056
07891019,heat,0.13607411024105268
07891019,producing,0.12308255008629795
07891019,element,0.05935804788525735
07891019,such,0.013519390903003166
07891019,as,0.007034705075188581
07891019,imbedded,0.007178526273959969
07891019,heating,0.059818582817277664
07891019,wires,0.006167595310418794
07891019,woven,0.043173167172931556
07891019,into,0.0205932110207968
07891019,supporting,0.010313328693755236
07891019,however,0.007178526273959969
07891019,comprise,0.005156664346877618
07891019,wall,0.0036812797344261583
07891019,source,0.09969763802879611
07891019,energy,0.048312172677221626
07891019,battery,0.02336859292505335
07891019,connected,0.015905533939348026
07891019,to,0.10792641649586467
07891019,liner,0.0526973565557638
07891019,inflation,0.028714105095839874
07891019,urges,0.08017873903544431
07891019,intimate,0.07178526273959969
07891019,contact,0.03681279734426158
07891019,body,0.1172944304019493
07891019,wearer,0.027881193029646496
07891019,form,0.0032783738292321103
07891019,fits,0.006167595310418794
07891019,on,0.00390417802163256
07891019,provides,0.004565307642388124
07891019,insulation,0.005842148231263338
07891019,against,0.015281145216723947
07891019,loss,0.006587169569470475
07891019,article,0.3392177420730336
07891019,clothing,0.23055093493146658
07891019,comprising,0.018208811863933614
07891019,layered,0.08634633434586311
07891019,construction,0.07219330085628665
07891019,fitted,0.07010577877516004
07891019,conform,0.07010577877516004
07891019,predetermined,0.06232153253252082
