id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long
1999700045,20140502T000000,313000,3,1.5,1340.0,7912,1.5,0,0,3,7,1340.0,0.0,1955,0,98133,47.7658,-122.339
1860600135,20140502T000000,2384000,5,2.5,3650.0,9050,2.0,0,4,5,10,3370.0,280.0,1921,0,98119,47.6345,-122.367
5467900070,20140502T000000,342000,3,2.0,1930.0,11947,1.0,0,0,4,8,1930.0,0.0,1966,0,98042,47.3672,-122.151
4040800810,20140502T000000,420000,3,2.25,2000.0,8030,1.0,0,0,4,8,1000.0,1000.0,1963,0,98008,47.6188,-122.114
7197300105,20140502T000000,550000,4,2.5,1940.0,10500,1.0,0,0,4,7,1140.0,800.0,1976,0,98052,47.683,-122.114
5100401414,20140502T000000,490000,2,1.0,880.0,6380,1.0,0,0,3,7,880.0,0.0,1938,1994,98115,47.6924,-122.322
7525100520,20140502T000000,335000,2,2.0,1350.0,2560,1.0,0,0,3,8,1350.0,0.0,1976,0,98052,47.6344,-122.107
2591720070,20140502T000000,482000,4,2.5,2710.0,35868,2.0,0,0,3,9,2710.0,0.0,1989,0,98038,47.375,-122.022
1323089184,20140502T000000,452500,3,2.5,2430.0,88426,1.0,0,0,4,7,1570.0,860.0,1985,0,98045,47.4828,-121.718
6127600110,20140502T000000,640000,4,2.0,1520.0,6200,1.5,0,0,3,7,1520.0,0.0,1945,0,98115,47.678,-122.269
7739100015,20140502T000000,463000,3,1.75,1710.0,7320,1.0,0,0,3,7,1710.0,0.0,1948,0,98155,47.7512,-122.281
4217401055,20140502T000000,1400000,4,2.5,2920.0,4000,1.5,0,0,5,8,1910.0,1010.0,1909,0,98105,47.6578,-122.28
7525000080,20140502T000000,588500,3,1.75,2330.0,14892,1.0,0,0,3,8,1970.0,360.0,1980,0,98074,47.6267,-122.046
3390600010,20140502T000000,365000,3,1.0,1090.0,6435,1.0,0,0,4,7,1090.0,0.0,1955,0,98106,47.5334,-122.365
4219400290,20140502T000000,1200000,5,2.75,2910.0,9480,1.5,0,0,3,8,2910.0,0.0,1939,0,98105,47.6552,-122.278
2618300080,20140502T000000,242500,3,1.5,1200.0,9720,1.0,0,0,4,7,1200.0,0.0,1965,0,98042,47.4225,-122.153
2207200675,20140502T000000,419000,3,1.5,1570.0,6700,1.0,0,0,4,7,1570.0,0.0,1956,0,98007,47.6022,-122.134
3328500250,20140502T000000,285000,4,2.5,2200.0,9397,2.0,0,0,3,8,2200.0,0.0,1987,0,98001,47.3406,-122.269
6600780130,20140502T000000,367500,4,3.0,3110.0,7231,2.0,0,0,3,8,3110.0,0.0,1997,0,98092,47.3279,-122.191
2011000010,20140502T000000,257950,3,1.75,1370.0,5858,1.0,0,0,3,7,1370.0,0.0,1987,0,98198,47.3815,-122.313
776600130,20140502T000000,275000,3,1.5,1180.0,10277,1.0,0,0,3,6,1180.0,0.0,1983,0,98045,47.488,-121.787
5652600185,20140502T000000,750000,3,1.75,2240.0,10578,2.0,0,0,5,8,1550.0,690.0,1923,0,98115,47.6954,-122.292
2202500290,20140502T000000,435000,4,1.0,1450.0,8800,1.0,0,0,4,7,1450.0,0.0,1954,0,98006,47.5746,-122.135
1962200037,20140502T000000,626000,3,2.25,1750.0,1572,2.5,0,0,3,9,1470.0,280.0,2005,0,98102,47.6498,-122.321
1088800850,20140502T000000,612500,4,2.5,2730.0,12261,2.0,0,0,3,9,2730.0,0.0,1991,0,98011,47.7419,-122.205
5101405331,20140502T000000,495000,4,1.75,1600.0,6380,1.0,0,0,3,8,1130.0,470.0,1959,0,98125,47.701,-122.306
7575600100,20140502T000000,285000,3,2.5,2090.0,10834,1.0,0,0,4,8,1360.0,730.0,1987,0,98003,47.3537,-122.303
2493200195,20140502T000000,615000,3,1.75,2360.0,7291,1.0,0,0,4,8,1360.0,1000.0,1948,0,98136,47.5274,-122.384
1245003160,20140502T000000,698000,4,2.25,2200.0,11250,1.5,0,0,5,7,1300.0,900.0,1920,0,98033,47.6845,-122.201
1024069009,20140502T000000,675000,5,2.5,2820.0,67518,2.0,0,0,3,8,2820.0,0.0,1979,0,98029,47.5794,-122.025
472000620,20140502T000000,790000,3,,2600.0,4750,1.0,0,0,4,9,1700.0,900.0,1951,0,98117,47.6833,-122.4
3876200060,20140502T000000,382500,4,1.75,1560.0,8700,1.0,0,0,4,7,1560.0,0.0,1967,0,98034,47.7274,-122.181
2738600140,20140502T000000,499950,4,2.5,2860.0,3345,2.0,0,0,3,8,2190.0,670.0,2004,0,98072,47.7735,-122.158
9294300070,20140502T000000,650000,4,2.0,1820.0,5000,1.5,0,1,3,7,1640.0,180.0,1945,0,98115,47.6815,-122.269
5056500260,20140502T000000,440000,4,,2160.0,8119,1.0,0,0,3,8,1080.0,1080.0,1966,0,98006,47.5443,-122.177
7305300695,20140502T000000,625000,4,2.5,2820.0,8408,2.0,0,0,3,9,2820.0,0.0,2014,0,98155,47.7538,-122.325
3221059036,20140502T000000,400000,4,2.5,3630.0,42884,1.5,0,0,3,9,2300.0,1330.0,1979,0,98092,47.2617,-122.19
587550340,20140502T000000,604000,3,2.5,3240.0,33151,2.0,0,2,3,10,3240.0,0.0,1995,0,98023,47.3256,-122.378
1982201345,20140502T000000,440000,2,1.0,800.0,4850,1.0,0,0,4,7,800.0,0.0,1944,0,98107,47.6639,-122.364
5072200040,20140502T000000,403000,3,2.0,1960.0,13100,1.0,0,2,5,8,1650.0,310.0,1957,0,98166,47.4419,-122.34
1818800144,20140502T000000,750000,3,2.5,2390.0,6550,1.0,0,2,4,8,1440.0,950.0,1955,0,98116,47.5714,-122.408
943100683,20140502T000000,335000,3,2.25,1580.0,16215,1.0,0,0,4,7,1580.0,0.0,1978,0,98024,47.5643,-121.897
7399300120,20140502T000000,260000,4,2.0,1480.0,8625,1.0,0,0,4,7,1480.0,0.0,1974,0,98055,47.462,-122.193
4408100095,20140502T000000,308500,2,,850.0,6174,1.0,0,0,4,7,850.0,0.0,1950,0,98155,47.7352,-122.328
2391600950,20140502T000000,439950,3,2.5,1770.0,2875,2.0,0,0,3,8,1770.0,0.0,1990,0,98116,47.5631,-122.397
7831800460,20140502T000000,235000,2,1.0,1210.0,9400,1.0,0,0,2,6,1210.0,0.0,1949,0,98106,47.5342,-122.36
1771000430,20140502T000000,315000,3,1.0,1160.0,9180,1.0,0,0,3,7,1160.0,0.0,1968,0,98077,47.7427,-122.072
5561000190,20140502T000000,437500,3,2.25,1970.0,35100,2.0,0,0,4,9,1970.0,0.0,1977,0,98027,47.4635,-121.991
6403500290,20140502T000000,407500,3,2.5,1930.0,10460,2.0,0,0,3,8,1930.0,0.0,1996,0,98059,47.4938,-122.161
2326059099,20140502T000000,838000,4,2.5,3310.0,42998,2.0,0,0,3,9,3310.0,0.0,2001,0,98052,47.7232,-122.131
5561000920,20140502T000000,630000,4,2.75,2710.0,37277,2.0,0,0,3,9,2710.0,0.0,2000,0,98027,47.4634,-121.987
1868902745,20140502T000000,805000,3,2.0,2710.0,4500,1.5,0,0,4,8,1880.0,830.0,1929,0,98115,47.6747,-122.295
1525079056,20140502T000000,284000,3,1.75,1800.0,23103,1.0,0,0,3,7,1800.0,0.0,1968,0,98014,47.6517,-121.906
1737320120,20140502T000000,470000,5,2.5,2210.0,9655,1.0,0,0,3,8,1460.0,750.0,1976,0,98011,47.7698,-122.222
2201501015,20140502T000000,430000,4,1.5,1920.0,10000,1.0,0,0,4,7,1070.0,850.0,1954,0,98006,47.5725,-122.133
2423600100,20140502T000000,491500,4,1.75,2190.0,125452,1.0,0,2,3,9,2190.0,0.0,1968,0,98092,47.2703,-122.069
7853220390,20140502T000000,785000,5,3.25,3660.0,11995,2.0,0,2,3,10,3660.0,0.0,2006,0,98065,47.5337,-121.86
9267200226,20140502T000000,436110,3,2.5,1770.0,1235,3.0,0,0,3,8,1600.0,170.0,2007,0,98103,47.6965,-122.342
3438501320,20140502T000000,295000,2,2.5,1630.0,1368,2.0,0,0,3,7,1280.0,350.0,2009,0,98106,47.5489,-122.363
7853361370,20140502T000000,555000,4,2.5,3310.0,6500,2.0,0,0,3,8,3310.0,0.0,2012,0,98065,47.515,-121.87
8564860280,20140502T000000,459990,3,2.5,2680.0,5539,2.0,0,0,3,8,2680.0,0.0,2013,0,98045,47.4761,-121.734
123059127,20140502T000000,625000,4,3.25,2730.0,54014,1.0,0,0,3,9,1560.0,1170.0,2007,0,98059,47.5133,-122.11
3832050580,20140502T000000,300000,3,,2540.0,5050,2.0,0,0,3,7,2540.0,0.0,2006,0,98042,47.3358,-122.055
7708180040,20140503T000000,625000,4,2.75,2920.0,6605,2.0,0,0,3,8,2920.0,0.0,2012,0,98059,47.4909,-122.144
8132700150,20140503T000000,553000,2,1.0,900.0,5000,1.0,0,0,3,7,900.0,0.0,1944,0,98117,47.6883,-122.395
1523069197,20140503T000000,379880,3,2.5,1650.0,14054,1.0,0,0,4,7,1130.0,520.0,1986,0,98027,47.4821,-122.017
9474700020,20140503T000000,310000,3,1.0,1010.0,9945,1.0,0,0,4,6,1010.0,0.0,1973,0,98065,47.5324,-121.763
8682250090,20140504T000000,775000,2,2.5,2680.0,7392,1.0,0,0,3,9,2680.0,0.0,2004,0,98053,47.717,-122.026
2591830130,20140504T000000,365000,3,2.5,2200.0,7350,1.0,0,0,5,8,1570.0,630.0,1988,0,98058,47.4395,-122.161
4137010530,20140504T000000,331950,4,2.5,2530.0,9933,2.0,0,2,3,8,2010.0,520.0,1990,0,98092,47.2654,-122.216
9829201058,20140504T000000,783500,3,2.5,2850.0,7130,2.0,0,0,3,10,1990.0,860.0,1980,0,98122,47.603,-122.289
4003000285,20140504T000000,628000,4,2.0,2280.0,6010,1.0,0,0,3,7,1140.0,1140.0,1900,0,98122,47.6034,-122.289
1954440060,20140505T000000,560000,3,2.5,1900.0,8744,2.0,0,0,3,8,1900.0,0.0,1987,0,98074,47.62,-122.043
325059171,20140505T000000,900000,3,1.0,1330.0,77972,1.0,0,0,3,7,1330.0,0.0,1928,1954,98033,47.6891,-122.159
9828700200,20140505T000000,831000,4,3.0,2170.0,4000,2.0,0,0,4,9,1610.0,560.0,1982,2011,98112,47.6196,-122.292
319500570,20140505T000000,780000,4,2.5,2730.0,10281,2.0,0,2,3,9,2730.0,0.0,1996,0,98074,47.6227,-122.029
8651402920,20140505T000000,219900,4,1.5,1120.0,5427,1.0,0,0,3,6,1120.0,0.0,1969,2014,98042,47.3628,-122.087
1549500370,20140505T000000,210000,3,1.0,1340.0,306848,1.0,0,0,3,5,1340.0,0.0,1953,0,98019,47.7534,-121.912
9512000140,20140505T000000,755000,4,2.5,2120.0,10202,1.0,0,0,4,7,1620.0,500.0,1960,0,98005,47.5858,-122.17
3629910240,20140505T000000,705380,3,2.5,2490.0,4343,2.0,0,0,3,9,2490.0,0.0,2003,0,98029,47.5493,-121.993
4123400320,20140505T000000,627000,4,2.25,1990.0,7712,1.0,0,0,3,8,1210.0,780.0,1973,0,98027,47.5688,-122.087
8691330310,20140505T000000,865000,4,,3690.0,9892,2.0,0,0,3,10,3690.0,0.0,1998,0,98075,47.5937,-121.982
5561301280,20140505T000000,410000,3,2.25,1800.0,36704,1.0,0,0,4,8,1360.0,440.0,1978,0,98027,47.4688,-122.013
3574801780,20140505T000000,485000,4,3.0,2340.0,7048,1.0,0,0,4,8,1340.0,1000.0,1979,0,98034,47.7306,-122.227
5589900590,20140505T000000,400000,2,1.75,2110.0,9519,1.0,0,0,2,7,2110.0,0.0,1948,0,98155,47.7504,-122.306
9828700900,20140505T000000,549000,2,1.0,1140.0,5400,1.0,0,0,5,7,1140.0,0.0,1908,0,98112,47.6205,-122.294
1891100090,20140505T000000,620000,3,,1480.0,2185,2.5,0,0,3,9,1480.0,0.0,2005,0,98034,47.6945,-122.17
2946001645,20140505T000000,232000,2,1.0,1200.0,8063,1.0,0,0,4,6,1200.0,0.0,1958,0,98198,47.4204,-122.324
7501000130,20140505T000000,800866,5,2.5,3180.0,13806,2.0,0,0,4,10,3180.0,0.0,1990,0,98033,47.652,-122.182
3619600143,20140505T000000,650000,3,1.5,2160.0,9000,1.0,0,2,4,8,1400.0,760.0,1949,0,98177,47.7241,-122.369
2125049120,20140505T000000,770000,3,2.0,2350.0,5700,1.5,0,0,4,8,1810.0,540.0,1939,0,98112,47.639,-122.31
6821101870,20140505T000000,524000,3,1.75,1560.0,5520,1.0,0,0,4,6,780.0,780.0,1944,0,98199,47.6515,-122.399
6071200545,20140505T000000,541125,5,2.75,2740.0,8426,1.0,0,0,4,8,1370.0,1370.0,1960,0,98006,47.5563,-122.184
9822700255,20140505T000000,670000,3,2.5,1680.0,2000,3.0,0,0,3,9,1680.0,0.0,1909,1998,98105,47.6604,-122.29
1196000007,20140505T000000,384900,5,2.5,3090.0,12750,1.0,0,0,3,8,1750.0,1340.0,1968,0,98023,47.3408,-122.335
993001330,20140505T000000,406100,3,2.25,1410.0,1332,3.0,0,0,3,8,1410.0,0.0,2005,0,98103,47.6916,-122.34
723000114,20140505T000000,1395000,5,3.5,4010.0,8510,2.0,0,1,5,9,2850.0,1160.0,1971,0,98105,47.6578,-122.286
4309710250,20140505T000000,736500,4,2.5,3180.0,21904,2.0,0,3,3,9,3180.0,0.0,2000,0,98059,47.515,-122.117
6143600580,20140505T000000,184000,3,,1490.0,10125,1.0,0,0,4,7,1490.0,0.0,1962,0,98001,47.3075,-122.284
23500180,20140505T000000,570000,3,2.25,2010.0,6000,1.0,0,0,3,8,1330.0,680.0,1975,0,98052,47.6912,-122.115
8146100325,20140505T000000,787000,3,1.75,1330.0,7500,1.0,0,0,3,8,1330.0,0.0,1961,0,98004,47.6074,-122.195
7300400580,20140505T000000,328000,4,2.5,2370.0,6500,2.0,0,0,3,9,2370.0,0.0,1998,0,98092,47.3328,-122.173
6450303950,20140505T000000,435000,5,2.0,1840.0,9240,1.0,0,0,4,7,1540.0,300.0,1942,1958,98133,47.7308,-122.34
7853302370,20140505T000000,499000,4,2.5,2910.0,6479,2.0,0,0,3,7,2910.0,0.0,2006,0,98065,47.5402,-121.887
2780400035,20140505T000000,665000,4,2.5,2800.0,5900,1.0,0,0,3,8,1660.0,1140.0,1963,0,98115,47.6809,-122.286
425069020,20140505T000000,1090000,4,2.5,4340.0,141570,2.5,0,0,3,11,4340.0,0.0,1992,0,98053,47.6805,-122.048
2487700065,20140505T000000,400000,2,1.0,840.0,5510,1.0,0,0,3,7,840.0,0.0,1955,0,98136,47.5247,-122.391
1898700310,20140505T000000,220000,4,,1240.0,9600,1.0,0,0,3,7,1240.0,0.0,1971,0,98023,47.3206,-122.397
4083300510,20140505T000000,657100,4,1.0,1390.0,4240,1.0,0,0,3,7,1050.0,340.0,1924,0,98103,47.6596,-122.338
5416510710,20140505T000000,309950,4,2.75,2310.0,5000,2.0,0,0,3,7,2310.0,0.0,2006,0,98038,47.3614,-122.035
1402810140,20140505T000000,300000,3,2.0,1050.0,10072,1.0,0,0,3,7,1050.0,0.0,1986,0,98019,47.7341,-121.976
1823069155,20140505T000000,525888,5,1.75,2550.0,71874,1.0,0,0,5,7,1810.0,740.0,1960,0,98027,47.4845,-122.08
1861400060,20140505T000000,740000,4,1.75,2010.0,3600,1.5,0,0,3,7,2010.0,0.0,1902,0,98119,47.6337,-122.371
3580900260,20140505T000000,340000,5,1.0,1120.0,9022,1.5,0,0,4,7,1120.0,0.0,1962,0,98034,47.7296,-122.24
207500012,20140505T000000,855000,4,2.75,2600.0,5390,1.0,0,0,4,8,1300.0,1300.0,1960,0,98199,47.6382,-122.397
3080000030,20140505T000000,398750,3,2.5,2230.0,4000,2.0,0,0,3,7,2230.0,0.0,1954,0,98144,47.5801,-122.306
1446403305,20140505T000000,206000,2,1.0,810.0,7158,1.0,0,0,5,6,810.0,0.0,1944,0,98168,47.4882,-122.325
7856410030,20140505T000000,1030000,5,2.75,3190.0,16920,1.0,0,3,3,9,1690.0,1500.0,1976,0,98006,47.5641,-122.16
124069032,20140505T000000,600000,3,1.75,1670.0,39639,1.0,0,0,4,8,1670.0,0.0,1976,1992,98075,47.5929,-121.989
4440900040,20140505T000000,379950,4,1.75,1970.0,9389,1.0,0,0,5,7,1140.0,830.0,1960,0,98133,47.7771,-122.339
3241600150,20140505T000000,287000,3,1.0,1450.0,6000,1.0,0,0,4,7,1450.0,0.0,1953,0,98118,47.5238,-122.287
6402710120,20140505T000000,309950,3,2.5,1880.0,7838,2.0,0,0,3,7,1880.0,0.0,1994,0,98055,47.4439,-122.19
2215500205,20140505T000000,600000,3,1.75,1880.0,6360,1.0,0,0,4,7,1040.0,840.0,1945,0,98115,47.6878,-122.286
263000155,20140505T000000,418000,3,2.0,1410.0,6030,1.5,0,0,4,7,1410.0,0.0,1930,0,98103,47.6994,-122.347
6145600865,20140505T000000,449250,4,2.0,1480.0,3844,1.5,0,0,5,7,1480.0,0.0,1928,0,98133,47.7042,-122.352
6450304130,20140505T000000,329950,2,1.0,1140.0,5250,1.5,0,0,4,6,1140.0,0.0,1949,0,98133,47.731,-122.341
3329520410,20140505T000000,245000,3,1.75,1920.0,9306,1.0,0,0,3,7,1000.0,920.0,1984,0,98001,47.3319,-122.267
4305600040,20140505T000000,549000,4,2.5,2910.0,6338,2.0,0,0,3,8,2910.0,0.0,2008,0,98059,47.4804,-122.126
8653900150,20140505T000000,800000,3,2.5,3240.0,7857,2.0,0,0,3,10,3240.0,0.0,1994,0,98075,47.5857,-122.038
1823069213,20140505T000000,249950,3,2.0,1550.0,15040,1.0,0,0,4,6,1550.0,0.0,1958,0,98059,47.4873,-122.099
7893805650,20140505T000000,210000,5,2.0,2050.0,10200,1.0,0,0,3,6,1430.0,620.0,1956,0,98198,47.4136,-122.333
7784400130,20140505T000000,497300,6,2.75,3200.0,9200,1.0,0,2,4,8,1600.0,1600.0,1953,0,98146,47.492,-122.364
4385700425,20140505T000000,1425000,2,2.5,2220.0,4000,2.0,0,0,3,9,2220.0,0.0,2000,0,98112,47.6364,-122.28
2790410250,20140505T000000,615000,4,1.75,2300.0,11700,1.0,0,0,4,9,1960.0,340.0,1977,0,98052,47.6331,-122.094
1868900775,20140505T000000,618500,3,2.0,1800.0,5000,1.0,0,0,4,7,1080.0,720.0,1942,0,98115,47.6738,-122.297
2558720120,20140505T000000,487585,4,1.75,2010.0,9211,1.0,0,0,3,7,1470.0,540.0,1977,0,98034,47.7206,-122.171
8648900060,20140505T000000,509900,3,2.5,1790.0,2700,2.0,0,0,3,8,1790.0,0.0,2010,0,98027,47.56399999999999,-122.093
1862400176,20140505T000000,631625,4,2.5,2440.0,6651,2.0,0,0,3,9,2440.0,0.0,2014,0,98117,47.6971,-122.371
8648900110,20140505T000000,555000,3,2.5,1940.0,3211,2.0,0,0,3,8,1940.0,0.0,2009,0,98027,47.5644,-122.093
3644100086,20140505T000000,340000,2,1.5,1160.0,1438,2.0,0,0,3,7,1160.0,0.0,2001,0,98144,47.5917,-122.295
